Name,Rating,Genres,Platforms,ESRB,Genres_list,Platforms_list,Cluster
Plants vs. Zombies,4.25,"Strategy, Arcade, Puzzle","Android, PlayStation 3, Xbox One, Nintendo DS, PC, iOS, PS Vita, Xbox 360",Everyone 10+,"['Strategy', 'Arcade', 'Puzzle']","['Android', 'PlayStation 3', 'Xbox One', 'Nintendo DS', 'PC', 'iOS', 'PS Vita', 'Xbox 360']",2
Planescape: Torment: Enhanced Edition,4.36,"Adventure, RPG, Strategy","Xbox One, Nintendo Switch, PC, PlayStation 4, Android, iOS, macOS, Linux",Teen,"['Adventure', 'RPG', 'Strategy']","['Xbox One', 'Nintendo Switch', 'PC', 'PlayStation 4', 'Android', 'iOS', 'macOS', 'Linux']",0
Lara Croft GO,3.69,"Adventure, Puzzle","Android, Linux, macOS, PC, iOS, PlayStation 4, PS Vita",Everyone 10+,"['Adventure', 'Puzzle']","['Android', 'Linux', 'macOS', 'PC', 'iOS', 'PlayStation 4', 'PS Vita']",2
Sniper: Ghost Warrior,2.98,"Action, Shooter","PlayStation 3, iOS, PC, Xbox 360, Android",Mature,"['Action', 'Shooter']","['PlayStation 3', 'iOS', 'PC', 'Xbox 360', 'Android']",1
Sonic CD,3.66,"Action, Platformer","PC, iOS, PlayStation 3, SEGA CD, Xbox One, Xbox 360, Android",Everyone 10+,"['Action', 'Platformer']","['PC', 'iOS', 'PlayStation 3', 'SEGA CD', 'Xbox One', 'Xbox 360', 'Android']",2
Final Fantasy IX,4.35,"Adventure, RPG","iOS, PlayStation 4, PlayStation, Android, Nintendo Switch, PC, Xbox One",Teen,"['Adventure', 'RPG']","['iOS', 'PlayStation 4', 'PlayStation', 'Android', 'Nintendo Switch', 'PC', 'Xbox One']",0
The Walking Dead: A New Frontier,3.62,"Action, Adventure","PC, iOS, Nintendo Switch, Xbox One, macOS, PlayStation 4, Android",Mature,"['Action', 'Adventure']","['PC', 'iOS', 'Nintendo Switch', 'Xbox One', 'macOS', 'PlayStation 4', 'Android']",1
World of Tanks Blitz,2.76,"Action, Shooter, Adventure, Strategy, Massively Multiplayer","Android, Nintendo Switch, macOS, iOS, PC",Teen,"['Action', 'Shooter', 'Adventure', 'Strategy', 'Massively Multiplayer']","['Android', 'Nintendo Switch', 'macOS', 'iOS', 'PC']",0
The Elder Scrolls: Legends,3.2,"Strategy, Card","Nintendo Switch, iOS, PC, macOS, Android",Teen,"['Strategy', 'Card']","['Nintendo Switch', 'iOS', 'PC', 'macOS', 'Android']",0
Teslagrad,3.34,"Action, Adventure, Family, Indie, Puzzle, Platformer","Xbox One, Wii U, Android, PS Vita, PlayStation 4, PlayStation 3, Nintendo Switch, macOS, PC, Linux, iOS",Everyone,"['Action', 'Adventure', 'Family', 'Indie', 'Puzzle', 'Platformer']","['Xbox One', 'Wii U', 'Android', 'PS Vita', 'PlayStation 4', 'PlayStation 3', 'Nintendo Switch', 'macOS', 'PC', 'Linux', 'iOS']",0
FIFA 14,3.42,Sports,"Android, PS Vita, PlayStation 4, PSP, PlayStation 3, PlayStation 2, Xbox 360, Wii, Nintendo 3DS, Nintendo Switch, PC, iOS, Xbox One",Everyone,['Sports'],"['Android', 'PS Vita', 'PlayStation 4', 'PSP', 'PlayStation 3', 'PlayStation 2', 'Xbox 360', 'Wii', 'Nintendo 3DS', 'Nintendo Switch', 'PC', 'iOS', 'Xbox One']",0
Batman: The Telltale Series,3.75,Adventure,"Xbox 360, PlayStation 3, PC, macOS, Xbox One, iOS, Nintendo Switch, PlayStation 4, Android",Mature,['Adventure'],"['Xbox 360', 'PlayStation 3', 'PC', 'macOS', 'Xbox One', 'iOS', 'Nintendo Switch', 'PlayStation 4', 'Android']",1
Party Hard,3.51,"Action, Strategy, Arcade, Fighting, Indie","Xbox One, PlayStation 4, Nintendo Switch, PC, macOS, Linux, Android",Mature,"['Action', 'Strategy', 'Arcade', 'Fighting', 'Indie']","['Xbox One', 'PlayStation 4', 'Nintendo Switch', 'PC', 'macOS', 'Linux', 'Android']",1
Despotism 3k,3.34,"Strategy, Simulation, Indie","Nintendo Switch, Android, PC, iOS",Mature,"['Strategy', 'Simulation', 'Indie']","['Nintendo Switch', 'Android', 'PC', 'iOS']",1
Back to Bed,2.82,"Action, Adventure, Strategy, Casual, Indie, Puzzle","Android, PlayStation 4, PlayStation 3, Wii U, Nintendo Switch, Linux, macOS, PC, iOS",Everyone 10+,"['Action', 'Adventure', 'Strategy', 'Casual', 'Indie', 'Puzzle']","['Android', 'PlayStation 4', 'PlayStation 3', 'Wii U', 'Nintendo Switch', 'Linux', 'macOS', 'PC', 'iOS']",2
Kingdom: Two Crowns,4.14,"Adventure, RPG, Strategy, Simulation, Indie","PlayStation 4, Nintendo Switch, macOS, PC, iOS, Xbox One, Android",Everyone 10+,"['Adventure', 'RPG', 'Strategy', 'Simulation', 'Indie']","['PlayStation 4', 'Nintendo Switch', 'macOS', 'PC', 'iOS', 'Xbox One', 'Android']",2
The Walking Dead: Michonne,3.34,"Action, Adventure","Android, macOS, PC, iOS, Xbox 360, Xbox One, PlayStation 3, PlayStation 4",Mature,"['Action', 'Adventure']","['Android', 'macOS', 'PC', 'iOS', 'Xbox 360', 'Xbox One', 'PlayStation 3', 'PlayStation 4']",1
Door Kickers,3.8,"Action, Strategy, Simulation, Indie","iOS, PC, macOS, Linux, Android",Teen,"['Action', 'Strategy', 'Simulation', 'Indie']","['iOS', 'PC', 'macOS', 'Linux', 'Android']",0
Poly Bridge,3.48,"Simulation, Indie, Puzzle","Nintendo Switch, Linux, PC, iOS, Android, macOS",Everyone,"['Simulation', 'Indie', 'Puzzle']","['Nintendo Switch', 'Linux', 'PC', 'iOS', 'Android', 'macOS']",0
LEGO Harry Potter: Years 5-7,3.7,Action,"Android, macOS, PC, Wii, Xbox 360, PlayStation 3, Nintendo 3DS, PSP, PS Vita, Nintendo DS",Everyone 10+,['Action'],"['Android', 'macOS', 'PC', 'Wii', 'Xbox 360', 'PlayStation 3', 'Nintendo 3DS', 'PSP', 'PS Vita', 'Nintendo DS']",2
Sonic Forces,2.82,"Action, Adventure, Platformer","Xbox One, iOS, PC, Nintendo Switch, PlayStation 4, Android",Everyone 10+,"['Action', 'Adventure', 'Platformer']","['Xbox One', 'iOS', 'PC', 'Nintendo Switch', 'PlayStation 4', 'Android']",2
Old Man's Journey,3.57,"Action, Adventure, Casual, Indie, Puzzle","Nintendo Switch, macOS, PC, iOS, PlayStation 4, Xbox One, Android",Everyone,"['Action', 'Adventure', 'Casual', 'Indie', 'Puzzle']","['Nintendo Switch', 'macOS', 'PC', 'iOS', 'PlayStation 4', 'Xbox One', 'Android']",0
Botanicula,3.92,"Adventure, Casual, Family, Indie, Puzzle","iOS, Linux, PC, Android, macOS",Everyone 10+,"['Adventure', 'Casual', 'Family', 'Indie', 'Puzzle']","['iOS', 'Linux', 'PC', 'Android', 'macOS']",2
One Finger Death Punch,3.82,"Action, Arcade, Casual, Indie","Android, iOS, PC",Teen,"['Action', 'Arcade', 'Casual', 'Indie']","['Android', 'iOS', 'PC']",0
Danganronpa: Trigger Happy Havoc,4.28,Adventure,"PC, macOS, Linux, PSP, PS Vita, Xbox One, PlayStation 4, Android",Mature,['Adventure'],"['PC', 'macOS', 'Linux', 'PSP', 'PS Vita', 'Xbox One', 'PlayStation 4', 'Android']",1
Battle Chasers: Nightwar,3.73,"RPG, Strategy, Indie","Nintendo Switch, PlayStation 4, Android, Xbox One, macOS, Linux, iOS, PC",Teen,"['RPG', 'Strategy', 'Indie']","['Nintendo Switch', 'PlayStation 4', 'Android', 'Xbox One', 'macOS', 'Linux', 'iOS', 'PC']",0
That's You!,3.57,Casual,"PlayStation 4, Android, iOS",Teen,['Casual'],"['PlayStation 4', 'Android', 'iOS']",0
SpongeBob SquarePants: Battle for Bikini Bottom — Rehydrated,3.69,"Action, Adventure, Family, Platformer","iOS, Xbox One, PC, Nintendo Switch, PlayStation 4, Android",Everyone 10+,"['Action', 'Adventure', 'Family', 'Platformer']","['iOS', 'Xbox One', 'PC', 'Nintendo Switch', 'PlayStation 4', 'Android']",2
Osmos,3.7,"Simulation, Arcade, Casual, Indie, Puzzle","Android, iOS, PC, macOS, Linux",Everyone 10+,"['Simulation', 'Arcade', 'Casual', 'Indie', 'Puzzle']","['Android', 'iOS', 'PC', 'macOS', 'Linux']",2
NBA 2K20,3.06,"Action, Simulation, Sports","Android, PlayStation 4, PC, iOS, Xbox One, Nintendo Switch",Everyone,"['Action', 'Simulation', 'Sports']","['Android', 'PlayStation 4', 'PC', 'iOS', 'Xbox One', 'Nintendo Switch']",0
Geometry Dash,3.87,"Arcade, Casual, Indie","iOS, PC, macOS, Android",Everyone,"['Arcade', 'Casual', 'Indie']","['iOS', 'PC', 'macOS', 'Android']",0
Cogs,2.73,"Casual, Family, Indie, Puzzle","Linux, iOS, macOS, PC, Android",Everyone 10+,"['Casual', 'Family', 'Indie', 'Puzzle']","['Linux', 'iOS', 'macOS', 'PC', 'Android']",2
LEGO Star Wars: The Force Awakens,3.62,"Action, Adventure, Puzzle","Xbox One, Nintendo 3DS, Wii U, PlayStation 3, PlayStation 4, PC, macOS, PS Vita, Xbox 360, Android, iOS",Everyone 10+,"['Action', 'Adventure', 'Puzzle']","['Xbox One', 'Nintendo 3DS', 'Wii U', 'PlayStation 3', 'PlayStation 4', 'PC', 'macOS', 'PS Vita', 'Xbox 360', 'Android', 'iOS']",2
Retro City Rampage DX,3.34,"Action, Adventure, Racing, Indie","Nintendo Switch, PSP, PlayStation 4, PlayStation 3, PS Vita, Nintendo 3DS, Xbox 360, macOS, iOS, Linux, PC, Android",Teen,"['Action', 'Adventure', 'Racing', 'Indie']","['Nintendo Switch', 'PSP', 'PlayStation 4', 'PlayStation 3', 'PS Vita', 'Nintendo 3DS', 'Xbox 360', 'macOS', 'iOS', 'Linux', 'PC', 'Android']",0
Absolute Drift,2.9,"Action, Sports, Racing, Indie","iOS, PC, macOS, Linux, Android",Everyone,"['Action', 'Sports', 'Racing', 'Indie']","['iOS', 'PC', 'macOS', 'Linux', 'Android']",0
McPixel,3.02,"Action, Adventure, Arcade, Indie, Puzzle","iOS, macOS, PC, Android",Teen,"['Action', 'Adventure', 'Arcade', 'Indie', 'Puzzle']","['iOS', 'macOS', 'PC', 'Android']",0
The Bard's Tale,3.51,"Action, RPG","Android, PlayStation 2, Linux, macOS, PC, iOS",Teen,"['Action', 'RPG']","['Android', 'PlayStation 2', 'Linux', 'macOS', 'PC', 'iOS']",0
The Silent Age,3.5,"Adventure, Indie, Puzzle","Android, macOS, PC, iOS, PS Vita",Teen,"['Adventure', 'Indie', 'Puzzle']","['Android', 'macOS', 'PC', 'iOS', 'PS Vita']",0
Ticket to Ride,3.56,"Strategy, Simulation, Board Games, Casual, Indie","PC, Xbox One, Xbox 360, PlayStation 4, Android, macOS, iOS",Everyone,"['Strategy', 'Simulation', 'Board Games', 'Casual', 'Indie']","['PC', 'Xbox One', 'Xbox 360', 'PlayStation 4', 'Android', 'macOS', 'iOS']",0
Need for Speed: Shift,3.56,Racing,"Android, PSP, PlayStation 3, PC, Xbox 360",Everyone,['Racing'],"['Android', 'PSP', 'PlayStation 3', 'PC', 'Xbox 360']",0
LUFTRAUSERS,3.58,"Action, Simulation, Arcade, Indie","PS Vita, PlayStation 3, iOS, PC, Linux, Android, macOS",Everyone 10+,"['Action', 'Simulation', 'Arcade', 'Indie']","['PS Vita', 'PlayStation 3', 'iOS', 'PC', 'Linux', 'Android', 'macOS']",2
Hello Neighbor,2.85,"Action, Adventure, Strategy, Indie, Puzzle","Android, PlayStation 4, PC, Xbox One, iOS, Nintendo Switch",Everyone 10+,"['Action', 'Adventure', 'Strategy', 'Indie', 'Puzzle']","['Android', 'PlayStation 4', 'PC', 'Xbox One', 'iOS', 'Nintendo Switch']",2
Fearless Fantasy,1.88,"Action, Adventure, RPG, Casual, Indie","Android, PC, iOS",Everyone 10+,"['Action', 'Adventure', 'RPG', 'Casual', 'Indie']","['Android', 'PC', 'iOS']",2
Skulls of the Shogun,2.82,"Action, Strategy, Indie","PlayStation 4, Xbox 360, Android, PC, Linux, macOS",Teen,"['Action', 'Strategy', 'Indie']","['PlayStation 4', 'Xbox 360', 'Android', 'PC', 'Linux', 'macOS']",0
I am Bread,3.06,"Action, Adventure, Simulation, Indie","Xbox One, Android, PC, macOS, PlayStation 4, iOS",Everyone 10+,"['Action', 'Adventure', 'Simulation', 'Indie']","['Xbox One', 'Android', 'PC', 'macOS', 'PlayStation 4', 'iOS']",2
Oddworld: Stranger's Wrath,3.65,"Action, Shooter, Adventure, Strategy","Xbox, Android, macOS, PC, iOS",Teen,"['Action', 'Shooter', 'Adventure', 'Strategy']","['Xbox', 'Android', 'macOS', 'PC', 'iOS']",0
"Cook, Serve, Delicious!",3.52,"Action, Strategy, Simulation, Indie","PC, macOS, Android, iOS, Linux",Teen,"['Action', 'Strategy', 'Simulation', 'Indie']","['PC', 'macOS', 'Android', 'iOS', 'Linux']",0
Knowledge is Power,3.72,Family,"PlayStation 4, iOS, Android",Teen,['Family'],"['PlayStation 4', 'iOS', 'Android']",0
Neverwinter Nights: Enhanced Edition,4.08,RPG,"PlayStation 4, Xbox One, Nintendo Switch, Android, PC, macOS, Linux",Everyone 10+,['RPG'],"['PlayStation 4', 'Xbox One', 'Nintendo Switch', 'Android', 'PC', 'macOS', 'Linux']",2
Yu-Gi-Oh! Master Duel,3.52,"Strategy, Simulation, Card","Android, PC, iOS, Xbox One, PlayStation 4",Teen,"['Strategy', 'Simulation', 'Card']","['Android', 'PC', 'iOS', 'Xbox One', 'PlayStation 4']",0
Edge,3.61,"Action, Adventure, Arcade, Casual, Indie, Puzzle","Android, PSP, Linux, macOS, PC, iOS, Nintendo 3DS, Wii U, PlayStation 3",Everyone,"['Action', 'Adventure', 'Arcade', 'Casual', 'Indie', 'Puzzle']","['Android', 'PSP', 'Linux', 'macOS', 'PC', 'iOS', 'Nintendo 3DS', 'Wii U', 'PlayStation 3']",0
Chroma Squad,3.55,"RPG, Strategy, Indie","PlayStation 4, Xbox One, Nintendo Switch, macOS, PC, Linux, Android, iOS",Teen,"['RPG', 'Strategy', 'Indie']","['PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS', 'PC', 'Linux', 'Android', 'iOS']",0
Beholder 2,3.66,"Adventure, Strategy, Simulation, Indie","Nintendo Switch, PC, Android, iOS, Xbox One, PlayStation 4, macOS, Linux",Mature,"['Adventure', 'Strategy', 'Simulation', 'Indie']","['Nintendo Switch', 'PC', 'Android', 'iOS', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux']",1
LEGO Jurassic World,3.72,"Action, Adventure, Family, Puzzle","Nintendo 3DS, Wii U, Xbox 360, PlayStation 4, PS Vita, Xbox One, iOS, PC, macOS, Nintendo Switch, PlayStation 3, Android",Everyone 10+,"['Action', 'Adventure', 'Family', 'Puzzle']","['Nintendo 3DS', 'Wii U', 'Xbox 360', 'PlayStation 4', 'PS Vita', 'Xbox One', 'iOS', 'PC', 'macOS', 'Nintendo Switch', 'PlayStation 3', 'Android']",2
Hidden Folks,3.86,"Adventure, Casual, Family, Indie","Linux, macOS, Nintendo Switch, PC, Android, iOS",Everyone,"['Adventure', 'Casual', 'Family', 'Indie']","['Linux', 'macOS', 'Nintendo Switch', 'PC', 'Android', 'iOS']",0
DOOM,4.38,"Action, Shooter","Android, Xbox One, PC, Linux, Nintendo Switch, Xbox 360, PlayStation 3, PlayStation 4, Game Boy Advance, PlayStation, SNES, SEGA Saturn, 3DO, Jaguar, SEGA 32X",Mature,"['Action', 'Shooter']","['Android', 'Xbox One', 'PC', 'Linux', 'Nintendo Switch', 'Xbox 360', 'PlayStation 3', 'PlayStation 4', 'Game Boy Advance', 'PlayStation', 'SNES', 'SEGA Saturn', '3DO', 'Jaguar', 'SEGA 32X']",1
Cultist Simulator,3.47,"RPG, Simulation, Card, Indie","Nintendo Switch, Linux, macOS, PC, iOS, Android",Teen,"['RPG', 'Simulation', 'Card', 'Indie']","['Nintendo Switch', 'Linux', 'macOS', 'PC', 'iOS', 'Android']",0
Human Resource Machine,4.01,"Simulation, Casual, Educational, Indie, Puzzle","Android, Wii U, Linux, macOS, PC, iOS, PS Vita, Nintendo Switch",Everyone 10+,"['Simulation', 'Casual', 'Educational', 'Indie', 'Puzzle']","['Android', 'Wii U', 'Linux', 'macOS', 'PC', 'iOS', 'PS Vita', 'Nintendo Switch']",2
Flight of the Amazon Queen,2.36,"Adventure, Puzzle","Commodore / Amiga, Classic Macintosh, PC, iOS, macOS, Android",Everyone 10+,"['Adventure', 'Puzzle']","['Commodore / Amiga', 'Classic Macintosh', 'PC', 'iOS', 'macOS', 'Android']",2
STEINS;GATE,4.38,"Adventure, RPG","PS Vita, PSP, PlayStation 3, PC, iOS, Xbox 360, Android",Mature,"['Adventure', 'RPG']","['PS Vita', 'PSP', 'PlayStation 3', 'PC', 'iOS', 'Xbox 360', 'Android']",1
Evoland 2,3.67,"Action, Adventure, RPG, Arcade, Indie","Android, macOS, PC, iOS",Everyone 10+,"['Action', 'Adventure', 'RPG', 'Arcade', 'Indie']","['Android', 'macOS', 'PC', 'iOS']",2
Sonic & SEGA All-Stars Racing,3.69,Racing,"PlayStation 3, Xbox 360, Android, iOS, PC, Nintendo DS, Wii",Everyone 10+,['Racing'],"['PlayStation 3', 'Xbox 360', 'Android', 'iOS', 'PC', 'Nintendo DS', 'Wii']",2
Batman: The Enemy Within,3.85,"Action, Adventure","PlayStation 4, Nintendo Switch, macOS, PC, iOS, Android, Xbox One",Mature,"['Action', 'Adventure']","['PlayStation 4', 'Nintendo Switch', 'macOS', 'PC', 'iOS', 'Android', 'Xbox One']",1
RuneScape,3.46,"Adventure, RPG, Massively Multiplayer","Android, PC, iOS",Teen,"['Adventure', 'RPG', 'Massively Multiplayer']","['Android', 'PC', 'iOS']",0
Anomaly Korea,2.48,"Action, Strategy, Arcade","iOS, Android, PC, Linux, macOS",Teen,"['Action', 'Strategy', 'Arcade']","['iOS', 'Android', 'PC', 'Linux', 'macOS']",0
Cat Quest,3.79,"Action, Adventure, RPG, Indie","macOS, PC, iOS, Nintendo Switch, PlayStation 4, Android",Everyone 10+,"['Action', 'Adventure', 'RPG', 'Indie']","['macOS', 'PC', 'iOS', 'Nintendo Switch', 'PlayStation 4', 'Android']",2
Bridge Constructor Portal,3.63,"Strategy, Simulation, Puzzle","PlayStation 4, Xbox One, Nintendo Switch, Linux, PC, macOS, Android, iOS",Everyone 10+,"['Strategy', 'Simulation', 'Puzzle']","['PlayStation 4', 'Xbox One', 'Nintendo Switch', 'Linux', 'PC', 'macOS', 'Android', 'iOS']",2
Morphopolis,2.6,"Action, Adventure, RPG, Strategy, Simulation, Sports, Racing, Casual, Indie, Puzzle","Android, iOS, PC",Everyone 10+,"['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Sports', 'Racing', 'Casual', 'Indie', 'Puzzle']","['Android', 'iOS', 'PC']",2
PAC-MAN Championship Edition DX+,3.79,"Action, Arcade, Puzzle","Xbox 360, iOS, PC, PlayStation 3, Android",Everyone,"['Action', 'Arcade', 'Puzzle']","['Xbox 360', 'iOS', 'PC', 'PlayStation 3', 'Android']",0
CounterSpy,3.21,"Action, Shooter, Arcade, Casual","PlayStation 3, PS Vita, PlayStation 4, Android, iOS",Teen,"['Action', 'Shooter', 'Arcade', 'Casual']","['PlayStation 3', 'PS Vita', 'PlayStation 4', 'Android', 'iOS']",0
eFootball PES 2020,3.22,Sports,"iOS, Android, PC, PlayStation 4",Everyone 10+,['Sports'],"['iOS', 'Android', 'PC', 'PlayStation 4']",2
Dandara,3.31,"Action, Adventure, Indie, Platformer","Nintendo Switch, macOS, PC, iOS, Xbox One, Android, PlayStation 4, Linux",Teen,"['Action', 'Adventure', 'Indie', 'Platformer']","['Nintendo Switch', 'macOS', 'PC', 'iOS', 'Xbox One', 'Android', 'PlayStation 4', 'Linux']",0
Bad North,3.64,"Action, Strategy, Simulation, Indie","Nintendo Switch, PlayStation 4, iOS, Xbox One, Android, PC, macOS",Teen,"['Action', 'Strategy', 'Simulation', 'Indie']","['Nintendo Switch', 'PlayStation 4', 'iOS', 'Xbox One', 'Android', 'PC', 'macOS']",0
Minecraft: Story Mode,3.39,"Action, Adventure","Nintendo Switch, Xbox One, Wii U, PlayStation 3, PlayStation 4, iOS, Xbox 360, Android, PC, macOS",Everyone 10+,"['Action', 'Adventure']","['Nintendo Switch', 'Xbox One', 'Wii U', 'PlayStation 3', 'PlayStation 4', 'iOS', 'Xbox 360', 'Android', 'PC', 'macOS']",2
GoNNER,2.9,"Action, Shooter, Adventure, Indie, Platformer","PlayStation 4, Nintendo Switch, macOS, PC, Linux, Android",Everyone 10+,"['Action', 'Shooter', 'Adventure', 'Indie', 'Platformer']","['PlayStation 4', 'Nintendo Switch', 'macOS', 'PC', 'Linux', 'Android']",2
Kingdom Rush,4.16,"Action, Strategy, Indie","Android, Linux, macOS, PC, iOS, Web",Teen,"['Action', 'Strategy', 'Indie']","['Android', 'Linux', 'macOS', 'PC', 'iOS', 'Web']",0
"Yes, Your Grace",3.82,Strategy,"PC, macOS, Android, iOS, Xbox Series S/X, Xbox One, Nintendo Switch",Teen,['Strategy'],"['PC', 'macOS', 'Android', 'iOS', 'Xbox Series S/X', 'Xbox One', 'Nintendo Switch']",0
Waking Mars,3.25,"Action, Adventure, Simulation, Arcade, Indie, Platformer","Linux, macOS, PC, Android, iOS",Everyone 10+,"['Action', 'Adventure', 'Simulation', 'Arcade', 'Indie', 'Platformer']","['Linux', 'macOS', 'PC', 'Android', 'iOS']",2
Mirror,3.74,"Adventure, RPG, Arcade, Indie","Android, macOS, PC",Adults Only,"['Adventure', 'RPG', 'Arcade', 'Indie']","['Android', 'macOS', 'PC']",0
RUSH,2.58,"Action, Strategy, Simulation, Sports, Racing, Arcade, Casual, Indie","PC, Wii U, Android, macOS, Linux, iOS",Everyone 10+,"['Action', 'Strategy', 'Simulation', 'Sports', 'Racing', 'Arcade', 'Casual', 'Indie']","['PC', 'Wii U', 'Android', 'macOS', 'Linux', 'iOS']",2
Hatoful Boyfriend,3.28,"Adventure, Simulation","iOS, PlayStation 4, PS Vita, macOS, PC, Linux, Android",Teen,"['Adventure', 'Simulation']","['iOS', 'PlayStation 4', 'PS Vita', 'macOS', 'PC', 'Linux', 'Android']",0
Sonic the Hedgehog 2,4.29,"Action, Arcade, Platformer","Genesis, GameCube, Game Gear, Android, PlayStation 3, Xbox 360, Wii, PC, iOS, Nintendo 3DS, Xbox One",Everyone 10+,"['Action', 'Arcade', 'Platformer']","['Genesis', 'GameCube', 'Game Gear', 'Android', 'PlayStation 3', 'Xbox 360', 'Wii', 'PC', 'iOS', 'Nintendo 3DS', 'Xbox One']",2
Timberman,2.8,"Action, Arcade, Casual, Indie","Linux, macOS, PC, Android, iOS",Everyone 10+,"['Action', 'Arcade', 'Casual', 'Indie']","['Linux', 'macOS', 'PC', 'Android', 'iOS']",2
Trüberbrook – A Nerd Saves the World,3.45,"Adventure, Indie, Puzzle","PlayStation 4, Nintendo Switch, Linux, macOS, PC, iOS, Android, Xbox One",Teen,"['Adventure', 'Indie', 'Puzzle']","['PlayStation 4', 'Nintendo Switch', 'Linux', 'macOS', 'PC', 'iOS', 'Android', 'Xbox One']",0
Shovel Knight: Treasure Trove,4.31,"Action, Adventure, Platformer","Android, macOS, PC, PS Vita, PlayStation 4, Wii U, Nintendo 3DS, Nintendo Switch, Linux, Xbox One",Everyone 10+,"['Action', 'Adventure', 'Platformer']","['Android', 'macOS', 'PC', 'PS Vita', 'PlayStation 4', 'Wii U', 'Nintendo 3DS', 'Nintendo Switch', 'Linux', 'Xbox One']",2
Marvel Snap,3.9,"Strategy, Casual, Card","iOS, Android, PC",Everyone 10+,"['Strategy', 'Casual', 'Card']","['iOS', 'Android', 'PC']",2
Samorost 3,4.18,"Adventure, Casual, Family, Indie, Puzzle","PC, Android, iOS, macOS",Everyone 10+,"['Adventure', 'Casual', 'Family', 'Indie', 'Puzzle']","['PC', 'Android', 'iOS', 'macOS']",2
Aura Kingdom,2.23,"Adventure, RPG, Casual, Massively Multiplayer","PC, iOS, Android",Teen,"['Adventure', 'RPG', 'Casual', 'Massively Multiplayer']","['PC', 'iOS', 'Android']",0
112 Operator,3.65,"Strategy, Simulation, Indie","Android, iOS, PC, macOS",Teen,"['Strategy', 'Simulation', 'Indie']","['Android', 'iOS', 'PC', 'macOS']",0
Sky Force Anniversary,3.51,"Action, Arcade, Casual, Indie","macOS, Wii U, Linux, PlayStation 3, PlayStation 4, PS Vita, iOS, PC, Nintendo Switch, Xbox One, Android",Everyone 10+,"['Action', 'Arcade', 'Casual', 'Indie']","['macOS', 'Wii U', 'Linux', 'PlayStation 3', 'PlayStation 4', 'PS Vita', 'iOS', 'PC', 'Nintendo Switch', 'Xbox One', 'Android']",2
Realm Grinder,2.85,"RPG, Strategy, Simulation","PC, macOS, Android, iOS",Everyone 10+,"['RPG', 'Strategy', 'Simulation']","['PC', 'macOS', 'Android', 'iOS']",2
